"Common_Name","pro","anti","fitness","Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","ORF","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11"
NA,NA,NA,NA,"trm13","yol125w","ORF","83834-85264","+","XV","yol125w",0.138763631034483,0.158583784848486,0.208223678947367,0.221727476190476,0.4030814875,0.304195855555556,-0.107333320967742,0.50029676,0.40883238607595,0.352319103370786,0.215599501980198
NA,NA,NA,NA,"mrp17","ykl003c","ORF","437097-437492","-","XI","ykl003c",-0.153851844827585,-0.0200075969696976,0.0821012894736839,0.526943164285715,0.282810135416667,-0.233170522222222,-1.65353405483871,-0.648719732857142,-0.241326536708861,0.0114641573033704,0.320747307920793
NA,NA,NA,NA,"mic12","ybr262c","ORF","735720-736040","-","II","ybr262c",1.19373555172414,1.25899727272727,1.00499184210527,1.63257571428572,-0.364981437500003,-1.00365829629629,-2.19435703225807,0.107288157142857,0.632587607594939,1.14886284269663,1.56854562376237
NA,NA,NA,NA,"pho88","ybr106w","ORF","452658-453224","+","II","ybr106w",3.4043706896552,3.68976203030301,4.4511835,5.26065342857145,7.07741977083332,4.58114972222223,-3.34902609677421,6.9185041,2.62733429113925,-0.650912617977533,-5.86097148514851
NA,NA,NA,NA,"thi7","ylr237w","ORF","612367-614163","+","XII","ylr237w",0.0863506241379301,0.0634364636363647,0.0678206394736834,0.00929555000000042,0.0958140749999995,0.261710122222222,0.595419459677419,0.781658627142857,0.0885045810126581,-0.389456480898876,-1.09354808019802
NA,NA,NA,NA,"est1","ylr233c","ORF","607425-609524","-","XII","ylr233c",0.0166772531034484,0.0312664899999999,0.0361324963157896,0.0778094485714286,0.0339062008333333,0.0167573049999999,-0.0442934898387097,0.0388523924285714,0.0388734687341772,0.0407814983146068,0.0328795305940595
NA,NA,NA,NA,"pus4","ynl292w","ORF","82806-84017","+","XIV","ynl292w",-0.0636947620689664,-0.186917218181818,-0.241974615789474,-0.585425623809523,-0.221038516666667,-0.00486797222222232,0.432054458064517,0.494421372857143,-0.0806346354430386,-0.463972915730336,-1.0287423009901
NA,NA,NA,NA,"yol036w","yol036w","ORF","256745-259030","+","XV","yol036w",0.50514717586207,0.517238275757574,0.44982095,0.676933235714286,-0.0291630416666659,-0.0921627555555559,0.0336062758064518,0.35547788,0.0901455911392398,-0.050646847191011,-0.279370707920792
NA,NA,NA,NA,"psp2","yml017w","ORF","236588-238731","+","XIII","yml017w",-0.183878910344828,-0.160370927272726,-0.141946997368421,-0.122049619047619,-0.102406902083333,-0.00815871666666683,0.212130575806452,-0.0623184914285712,-0.0825551177215189,-0.111622483146067,-0.140289500990099
NA,NA,NA,NA,"oca6","ydr067c","ORF","582791-583465","-","IV","ydr067c",-0.313962972413793,-0.301255857575759,-0.229482742105263,-0.373923642857142,0.169403854166665,0.189368411111112,0.142396048387097,-0.494381774285714,-0.412663573417722,-0.458468919101123,-0.425911548514852
NA,NA,NA,NA,"yhr032c-a","yhr032c-a","ORF","175275-175394","-","VIII","yhr032c-a",0.116775893103449,0.165087060606059,0.254115155263158,0.327714257142859,0.541062914583333,0.408337305555556,0.0972237290322585,-0.139046891428572,-0.134109081012659,-0.204564435955057,-0.217255465346534
NA,NA,NA,NA,"ent5","ydr153c","ORF","766736-767971","-","IV","ydr153c",-0.606630824137932,-0.651560824242424,-0.621233113157895,-0.802488919047619,-0.406434864583332,-0.0645527148148148,0.538884658064516,0.494285967142858,-0.012963422784811,-0.332306692134831,-0.830834131683169
NA,NA,NA,NA,"hms2","yjr147w","ORF","704196-705272","+","X","yjr147w",-0.0147235310344828,0.0542277363636361,0.0868794000000001,0.241676235714286,0.0897591937500008,0.116433481481481,0.255940291935485,-0.160020265714286,-0.102388898734177,-0.0943928247191011,-0.032742067326733
NA,NA,NA,NA,"irc3","ydr332w","ORF","1131001-1133070","+","IV","ydr332w",-0.161150776551724,-0.17451732969697,-0.159687189736842,-0.219919025714286,-0.0423572089583333,0.0044855875925926,0.0404056445161292,-0.0218161177142857,-0.0270755064556963,-0.0229676810112359,-0.009359957029703
NA,NA,NA,NA,"yil021c-a","yil021c-a","ORF","313199-313468","-","IX","yil021c-a",0.089759241379313,-0.0804969090909098,-0.143100894736845,-0.460274214285713,-0.219080187499999,-0.266493148148149,-0.27491577419355,0.135547171428572,0.269749455696204,0.475365662921347,0.750150227722773
NA,NA,NA,NA,"sme1","yor159c","ORF","633282-633566","-","XV","yor159c",0.609378344827586,0.452155151515153,0.151323578947367,0.262509547619047,-1.05905327083333,-1.12517581481481,-0.899057403225806,0.185219728571427,0.209781493670886,0.497149415730337,0.742795584158417
"add66",0,0,1,"add66","ykl206c","ORF","49006-49809","-","XI","ykl206c",-0.108497720689655,-0.107224687878788,-0.0871836394736834,-0.15315652857143,0.0206577750000007,0.0762881407407408,0.21845024032258,-0.171590651428571,-0.122690312658228,-0.123778666292134,-0.0827561524752478
"nmd4",0,0.5,0.5,"nmd4","ylr363c","ORF","852495-853151","-","XII","ylr363c",0.0316378241379312,0.0718713212121207,0.0758076973684218,0.224578180952381,-0.0152688937500001,-0.0570584518518519,-0.1076907,-0.0893437185714287,-0.0168295848101266,0.0385416168539325,0.112204583168317
NA,NA,NA,NA,"pre5","ymr314w","ORF","901709-902413","+","XIII","ymr314w",-0.411099586206896,-0.169674303030297,-0.24398802631579,0.591187928571425,-1.18397675,-1.45029094444444,-1.59422862903226,-1.93639405714286,-0.200761392405064,1.06063817977528,2.75908441584159
NA,NA,NA,NA,"ypr053c","ypr053c","ORF","665788-666243","-","XVI","ypr053c",-1.44380548275863,-1.66765524242424,-1.88211497368421,-2.45772152380952,-2.30917372916667,-1.77299853703703,-0.853014225806456,-0.198609799999998,0.774748278481013,1.77015211235955,2.82563918811881
NA,NA,NA,NA,"yfr006w","yfr006w","ORF","156145-157752","+","VI","yfr006w",0.100655206896552,0.184576390909091,0.224672223684211,0.525408561904761,0.160528154166667,-0.0483933796296285,-0.549884324193549,0.0477041699999999,0.199976403797469,0.321317016853932,0.431936807920793
"mum2",0,1,0,"mum2","ybr057c","ORF","352193-353293","-","II","ybr057c",0.367220586206895,0.32886993939394,0.129217165789473,0.389220907142857,-0.8879497625,-0.933905211111111,-0.62870459516129,0.0221742428571423,-0.0207993240506323,0.0731006573033702,0.072686175247525
"mtm1",0,0.5,0.5,"mtm1","ygr257c","ORF","1006205-1007305","-","VII","ygr257c",-0.0648383000000003,-0.0358708272727257,-0.033170721052632,0.135803859523809,-0.20782343125,-0.104937883333333,0.284551830645161,0.142156992857143,-0.120702230379746,-0.288142858426966,-0.521686783168317
NA,NA,NA,NA,"dfg10","yil049w","ORF","260158-260919","+","IX","yil049w",-0.331404637931035,-0.370420372727272,-0.352229121052632,-0.49864415952381,-0.17439934375,-0.0595874333333333,0.0799930612903225,0.0787115857142859,-0.00703437721518994,-0.0477950662921348,-0.118824346534654
NA,NA,NA,NA,"mrps18","ynl306w","ORF","58155-58808","+","XIV","ynl306w",0.199916651724138,0.342395933333332,0.335970060526315,0.89042253809524,-0.144204520833335,-0.170439335185185,0.152921793548387,-0.313676774285714,-0.357677987341773,-0.399957506741572,-0.40806916039604
NA,NA,NA,NA,"atp14","ylr295c","ORF","721999-722373","-","XII","ylr295c",-0.466051172413798,-0.0993012121212146,-0.152578710526316,0.858918976190481,-0.967384958333337,-1.52138905555555,-2.29860133870968,-3.48337471428571,-1.22803694936709,0.214896224719102,2.34452535643564
NA,NA,NA,NA,"mrpl36","ybr122c","ORF","483970-484503","-","II","ybr122c",-0.652360313793102,-0.668407681818182,-0.673345376315789,-0.721804690476191,-0.580793133333333,-0.45741844074074,-0.549843367741936,0.167895568571428,0.231483610126582,0.372043730337079,0.404793727722772
NA,NA,NA,NA,"rts2","yor077w","ORF","471899-472597","+","XV","yor077w",0.0405953620689651,0.0828459181818186,0.109742642105263,0.221482095238095,0.141664566666667,0.0328111055555557,-0.188153312903226,-0.265301848571429,-0.00671565316455694,0.160089186516854,0.423787500990099
NA,NA,NA,NA,"ydl158c","ydl158c","ORF","173866-174174","-","IV","ydl158c",0.168589010344827,0.179081142424242,0.125890915789474,0.3001591,-0.1774245125,-0.107189512962962,0.0753929854838708,0.451765655714286,0.306919572151898,0.3126292,0.25183323069307
NA,NA,NA,NA,"ypr202w","ypr202w","ORF","943032-943896","+","XVI","ypr202w",-0.0209943348275862,-0.0200802863636364,-0.0154658978947368,-0.0229759304761905,0.00901461916666665,0.0137201685185185,0.00658522032258064,0.012783821,0.0246937864556962,0.0337842761797753,0.044224503960396
NA,NA,NA,NA,"gcd6","ydr211w","ORF","884727-886865","+","IV","ydr211w",0.0547926344827575,-0.032677454545455,-0.0623561315789463,-0.228621869047619,-0.0263093270833329,-0.0990887759259259,-0.35478706451613,0.206826682857143,-0.0757993835443036,-0.246666171910112,-0.521019922772277
NA,NA,NA,NA,"bch1","ymr237w","ORF","743749-745923","+","XIII","ymr237w",-0.477284334482759,-0.480932827272727,-0.424740736842105,-0.534154254761905,-0.142104968749999,0.0742300314814816,0.503655203225807,-0.146318142857143,-0.156131805063291,-0.172026710112359,-0.132385553465347
"hpt1",0,1,0,"hpt1","ydr399w","ORF","1270068-1270733","+","IV","ydr399w",-0.224931241379307,-0.770539030303015,-0.673674973684228,-2.18310447619047,1.48208752083332,0.0290345740740737,-4.76708337096774,-1.48906908571429,-2.16358431645569,-2.80854771910112,-3.56470334653466
NA,NA,NA,NA,"swt1","yor166c","ORF","647126-648502","-","XV","yor166c",-0.0376832275862071,-0.113278966666667,-0.149899642105263,-0.316893519047619,-0.191134325,-0.0798947629629634,0.228616119354839,0.108884212857143,-0.115770155696203,-0.249531735955056,-0.422271030693069
NA,NA,NA,NA,"ptc1","ydl006w","ORF","439909-440754","+","IV","ydl006w",0.288734789655171,0.339873687878788,0.326238102631578,0.5854376,0.0541355145833341,0.0235002129629633,0.10900613548387,0.241137107142858,0.238424362025316,0.285970865168539,0.335655494059406
NA,NA,NA,NA,"yke2","ylr200w","ORF","549012-549356","+","XII","ylr200w",-0.121161448275861,-0.235508000000001,-0.184103157894736,-0.595498261904759,0.410758541666662,-0.0584519444444393,-1.5551070967742,-0.490201785714285,0.0899117468354423,0.466143,0.951554108910892
NA,NA,NA,NA,"sas2","ymr127c","ORF","522329-523345","-","XIII","ymr127c",0.259836672413794,0.28950003030303,0.277678005263158,0.416676345238095,0.196035770833334,-0.0928653740740745,-0.80040475,-0.218383758571429,0.114553740506329,0.355911859550562,0.659205147524753
NA,NA,NA,NA,"cwc21","ydr482c","ORF","1420431-1420838","-","IV","ydr482c",1.79483384482759,2.03919992727273,2.05336347105263,3.00035583333333,1.41681741666667,0.973566129629627,0.126894887096774,1.8123057,1.11349473417722,0.672767921348312,-0.0929605148514856
NA,NA,NA,NA,"ygr038c-a","ygr038c-a","transposable_element_gene","566145-567467","-","VII","ygr038c-a",-0.0237629427586206,-0.0234491563636364,-0.0195186328947367,-0.0261341842857144,0.00614155270833342,-0.0251172322222223,-0.112811522741936,-0.0876306702857143,0.0121482920253164,0.0816533891011236,0.179085895742574
"swf1",0,0,1,"swf1","ydr126w","ORF","703234-704244","+","IV","ydr126w",-0.0737337724137924,-0.0878698757575766,-0.0638584605263151,-0.0944694761904762,0.0345407124999997,0.0307031166666669,0.0124199032258063,0.0369074685714286,-0.0628403721518989,-0.137096549438202,-0.227558767326733
NA,NA,NA,NA,"mcm2","ybl023c","ORF","174920-177526","-","II","ybl023c",0.07224634137931,0.0554947606060608,0.0387918684210524,0.0144918190476193,-0.0132832687499999,-0.0058888000000003,0.021095470967742,0.132918322857143,0.0586550164556963,0.0207177056179774,-0.0474483831683168
NA,NA,NA,NA,"trl1","yjl087c","ORF","270002-272485","-","X","yjl087c",0.000495537931034709,-0.0413665212121214,-0.0604164526315787,-0.150684280952381,-0.0790070020833333,-0.0213586462962962,0.123526725806452,0.148972767142857,-0.0837225962025316,-0.240726753932584,-0.462850452871288
"mrpl32",0,0,1,"mrpl32","ycr003w","ORF","118620-119171","+","III","ycr003w",-0.478008251724138,-0.533938490909091,-0.494520805263158,-0.759837366666667,-0.160027345833333,-0.062717959259259,0.119865025806452,-0.522749518571429,-0.507892684810127,-0.561344153370786,-0.54412659009901
NA,NA,NA,NA,"kch1","yjr054w","ORF","536056-537549","+","X","yjr054w",-0.00644372758620634,-0.0482254848484845,-0.069272513157895,-0.168593261904762,-0.0675890624999997,-0.0656554370370371,-0.079707783870968,-0.00844746857142858,0.0306988417721521,0.0807799617977526,0.147137427722772
NA,NA,NA,NA,"ygl217c","ygl217c","ORF","84839-85180","-","VII","ygl217c",0.083890275862069,0.100208860606061,0.0973455447368423,0.188213561904762,0.0152900729166668,-0.0313987407407406,-0.0543531209677419,-0.121479532857143,-0.0813535708860759,-0.0536559685393258,0.00630814554455445
NA,NA,NA,NA,"ent1","ydl161w","ORF","167714-169078","+","IV","ydl161w",-0.352375051724137,-0.363097675757576,-0.388163515789474,-0.441225647619048,-0.478706804166666,-0.385799088888888,-0.0884975451612907,-0.490989132857143,-0.157679696202532,0.086415340449438,0.438846959405941
NA,NA,NA,NA,"mbp1","ydl056w","ORF","352877-355378","+","IV","ydl056w",-0.0111945344827596,0.011436242424243,0.0329683578947372,0.0831792690476187,0.0526415770833336,0.0791764314814812,0.225736153225807,-0.12880636,-0.0940369544303797,-0.0886139977528088,-0.0318220603960395
NA,NA,NA,NA,"sah1","yer043c","ORF","235770-237119","-","V","yer043c",2.12456241379312,1.15336878787881,1.15948394736841,-1.15188642857144,3.54059833333333,0.986237592592597,-6.83655790322581,1.75140257142857,-0.385214050632909,-1.92739629213484,-4.31181962376238
NA,NA,NA,NA,"arg8","yol140w","ORF","58759-60030","+","XV","yol140w",-0.449850941379311,-0.491355381818183,-0.401557168421052,-0.651872542857143,0.157858114583334,0.228804837037036,0.118926654838711,0.0034050585714281,-0.0195026974683543,-0.0464382359550565,-0.0447243396039602
NA,NA,NA,NA,"tif34","ymr146c","ORF","557481-558524","-","XIII","ymr146c",0.80956665517243,0.441849848484845,0.279314947368424,-0.346435642857146,0.30569552083333,-0.586792018518515,-3.18713730645161,0.87902017142857,0.227897303797467,-0.103240651685393,-0.876651663366336
NA,NA,NA,NA,"bch2","ykr027w","ORF","491364-493661","+","XI","ykr027w",-0.1431651,-0.160708427272727,-0.156375916578947,-0.220447146666666,-0.11281375875,-0.0489198811111111,0.0865131990322579,0.0113619535714286,-0.0379564041772152,-0.0715720950561797,-0.121072492772277
NA,NA,NA,NA,"smt3","ydr510w","ORF","1469400-1469705","+","IV","ydr510w",-1.51609989655171,-0.967077242424249,-0.680247105263163,0.734175095238099,-0.538345708333334,-0.0869593333333303,0.386536354838706,1.07927302857143,0.0557976835443049,-0.665499528089885,-1.95698881188119
NA,NA,NA,NA,"yrb1","ydr002w","ORF","453045-453650","+","IV","ydr002w",3.19139520689654,2.4335186969697,2.22079021052632,0.737032047619036,3.36722533333334,0.581685037037034,-7.38988491935485,0.670355414285707,0.941232139240514,1.35135508988764,1.68408998019802
NA,NA,NA,NA,"skt5","ybl061c","ORF","105316-107406","-","II","ybl061c",-0.0229655172413785,-0.0841292696969698,-0.084596710526316,-0.2335563,0.0264514791666663,0.060886875925926,0.0828498580645161,0.175256,0.152355944303798,0.18295285730337,0.231654293069307
NA,NA,NA,NA,"mgr1","ycl044c","ORF","47111-48364","-","III","ycl044c",0.0189069724137929,0.0845482393939394,0.141957347368421,0.280202366666667,0.26228944375,0.259051959259259,0.228610016129033,0.0877715985714284,0.075237096202532,0.0476121359550562,0.0355442623762376
NA,NA,NA,NA,"acf4","yjr083c","ORF","582608-583537","-","X","yjr083c",-0.142933365517241,-0.159243293939394,-0.200852557894737,-0.189113942857143,-0.35978445,-0.34751657962963,-0.302863463709678,-0.202503916428571,-0.00438847569620255,0.178520156853932,0.396975808118812
NA,NA,NA,NA,"pph22","ydl188c","ORF","123865-124998","-","IV","ydl188c",-0.402539231034483,-0.402579269696971,-0.406092981578946,-0.423872540476191,-0.425303670833334,-0.220515429629628,0.311856064516129,-0.293380691428572,-0.362675453164557,-0.41767182247191,-0.456019788118812
NA,NA,NA,NA,"rpb3","yil021w","ORF","312905-313861","+","IX","yil021w",-0.143598210344827,-0.271053424242422,-0.291813489473686,-0.574473988095238,-0.119770389583334,-0.262440077777776,-0.727369856451613,-0.224255064285714,0.17276324556962,0.540664625842695,1.04360751881188
NA,NA,NA,NA,"csm2","yil132c","ORF","99860-100501","-","IX","yil132c",0.0413524368965521,0.0182114766666662,-0.0156864057894734,-0.0511934133333336,-0.118534687916666,-0.113180034074074,-0.0787478840322581,0.0207621169999999,-0.00811774341772148,-0.0151525452808989,-0.044327475049505
NA,NA,NA,NA,"nnf2","ygr089w","ORF","656960-659770","+","VII","ygr089w",-0.0713784620689654,-0.12224533030303,-0.130262089473685,-0.2373139,-0.09278814375,-0.0243856537037035,0.116462217741936,0.162312962857143,0.0126981202531646,-0.0589482325842698,-0.160189697029703
NA,NA,NA,NA,"mdm30","ylr368w","ORF","857540-859336","+","XII","ylr368w",-0.0451684896551725,-0.0402503121212117,-0.0238450447368423,-0.0456156571428573,0.0602077812500001,0.062891225925926,0.0557743032258065,-0.104107545714286,-0.0394772493670886,-0.00936996629213474,0.0584567108910891
NA,NA,NA,NA,"ate1","ygl017w","ORF","459854-461365","+","VII","ygl017w",-0.0966191931034478,-0.110530703030303,-0.119651523684211,-0.126653688095238,-0.135750835416667,-0.140409609259259,-0.175803927419355,-0.0844929657142856,0.0530132632911391,0.185169141573034,0.356506714851485
"mad2",0,1,0,"mad2","yjl030w","ORF","387657-388247","+","X","yjl030w",-0.238334744827587,-0.123331612121212,-0.0140890657894731,0.210595873809524,0.2293684625,0.228584001851852,0.142896916129032,-0.0259802114285712,0.0476984025316454,0.0600308044943819,0.0935989049504953
"ark1",0,0.5,0.5,"ark1","ynl020c","ORF","595623-597539","-","XIV","ynl020c",0.092431165517242,0.133003781818182,0.191272260526316,0.251416919047619,0.303917575,0.402191494444444,0.728698511290324,0.228785485714285,0.0542434265822786,-0.103102707865168,-0.255617993069307
"msw1",0,0.333333333333333,0.666666666666667,"msw1","ydr268w","ORF","1004004-1005143","+","IV","ydr268w",-0.122788562068966,-0.147819375757575,-0.173600963157895,-0.214678289285714,-0.246511451458333,-0.212217559074074,-0.137831897258065,-0.0306769891428571,-0.0268610741772153,-0.000875472247190971,0.00540476138613864
